Subject	Site	Gender	Group	Age	Date	Trial	Type	Grid	2ndtask_initial	2ndtask_end	NrUntilfindGrid	choice P2	corr P2	choice01	choice01_x	choice01_y	food_x	food_y	distance_c01	choice1_correct	choice02	choice03	choice04	choice05	choice06	choice07	choice08	choice09	choice10	choice11	choice12	choice13	choice14	choice15	choice16	choice17	choice18	choice19	choice20	choice21	choice22	choice23	choice24	choice25	choice26	choice27	choice28	choice29	choice30	choice31	choice32	choice33	choice34	choice35	choice36	choice37	choice38	choice39	choice40	choice41	choice42	choice43	choice44	choice45	choice46	choice47	choice48	choice49	choice50	choice51	choice52	choice53	choice54	choice55	choice56	choice57	choice58	choice59	choice60
Kidogo	uganda	m	Uganda	35	20/10/2019	6	test	11	1	3	5	3	1	12	4	3	3	3	1																																																												
Kidogo	uganda	m	Uganda	35	20/10/2019	7	test	5	1	2	9	2	1	7	3	2	1	2	2																																																												
Kidogo	uganda	m	Uganda	35	20/10/2019	8	test	3	3	2	3	2	1	11	3	3	3	1	2																																																												
Kidogo	uganda	m	Uganda	35	20/10/2019	9	test	14	1	3	7	3	1	10	2	3	2	4	1																																																												
Kidogo	uganda	m	Uganda	35	20/10/2019	10	test	8	2	1	2	1	1	12	4	3	4	2	1																																																												
Kidogo	uganda	m	Uganda	35	20/10/2019	11	test	7	3	1	2	1	1	11	3	3	3	2	1																																																												
Kidogo	uganda	m	Uganda	35	20/10/2019	12	test	15	2	3	5	3	1	11	3	3	3	4	1																																																												
Baluku	uganda	m	Uganda	21	20/10/2019	1	warm-up	8			1			8	4	2	4	2	0																																																												
Baluku	uganda	m	Uganda	21	20/10/2019	2	warm-up	3			1			3	3	1	3	1	0																																																												
Baluku	uganda	m	Uganda	21	20/10/2019	1	test	9	1	2	4	2	1	10	2	3	1	3	1																																																												
Baluku	uganda	m	Uganda	21	20/10/2019	2	test	6	3	1	2	1	1	10	2	3	2	2	1																																																												
Baluku	uganda	m	Uganda	21	20/10/2019	3	test	10	2	3	1	3	1	10	2	3	2	3	0																																																												
Baluku	uganda	m	Uganda	21	20/10/2019	4	test	12	3	2	1	2	1	12	4	3	4	3	0																																																												
Baluku	uganda	m	Uganda	21	20/10/2019	5	test	2	2	1	2	1	1	6	2	2	2	1	1																																																												
Baluku	uganda	m	Uganda	21	20/10/2019	6	test	11	1	3	1	3	1	11	3	3	3	3	0																																																												
Baluku	uganda	m	Uganda	21	20/10/2019	7	test	5	1	2	11	2	1	10	2	3	1	2	1.414213562																																																												
Baluku	uganda	m	Uganda	21	20/10/2019	8	test	3	3	2	2	2	1	2	2	1	3	1	1																																																												
Baluku	uganda	m	Uganda	21	20/10/2019	9	test	14	1	3	2	3	1	10	2	3	2	4	1																																																												
Baluku	uganda	m	Uganda	21	20/10/2019	10	test	8	2	1	1	1	1	8	4	2	4	2	0																																																												
Baluku	uganda	m	Uganda	21	20/10/2019	11	test	7	3	1	2	1	1	12	4	3	3	2	1.414213562																																																												
Baluku	uganda	m	Uganda	21	20/10/2019	12	test	15	2	3	4	3	1	11	3	3	3	4	1																																																												
Indi	uganda	m	Uganda	19	20/10/2019	1	warm-up	8			1			8	4	2	4	2	0																																																												
Indi	uganda	m	Uganda	19	20/10/2019	2	warm-up	3			4			12	4	3	3	1	2.236067977																																																												
Indi	uganda	m	Uganda	19	20/10/2019	1	test	9	1	2	1	2	1	9	1	3	1	3	0																																																												
Indi	uganda	m	Uganda	19	20/10/2019	2	test	6	3	1	2	1	1	10	2	3	2	2	1																																																												
Indi	uganda	m	Uganda	19	20/10/2019	3	test	10	2	3	1	3	1	10	2	3	2	3	0																																																												
Indi	uganda	m	Uganda	19	20/10/2019	4	test	12	3	2	2	2	1	16	4	4	4	3	1																																																												
Indi	uganda	m	Uganda	19	20/10/2019	5	test	2	2	1	7	1	1	16	4	4	2	1	3.605551275																																																												
Indi	uganda	m	Uganda	19	20/10/2019	6	test	11	1	3	2	3	1	12	4	3	3	3	1																																																												
Indi	uganda	m	Uganda	19	20/10/2019	7	test	5	1	2	4	2	1	11	3	3	1	2	2.236067977																																																												
Indi	uganda	m	Uganda	19	20/10/2019	8	test	3	3	2	2	2	1	7	3	2	3	1	1																																																												
Indi	uganda	m	Uganda	19	20/10/2019	9	test	14	1	3	1	3	1	14	2	4	2	4	0																																																												
Indi	uganda	m	Uganda	19	20/10/2019	10	test	8	2	1	3	1	1	16	4	4	4	2	2																																																												
Indi	uganda	m	Uganda	19	20/10/2019	11	test	7	3	1	6	1	1	16	4	4	3	2	2.236067977																																																												
Indi	uganda	m	Uganda	19	20/10/2019	12	test	15	2	3	2	3	1	16	4	4	3	4	1																																																												
Nakuu	uganda	f	Uganda	18	20/10/2019	1	warm-up	8			2			12	4	3	4	2	1																																																												
Nakuu	uganda	f	Uganda	18	20/10/2019	2	warm-up	3			3			6	2	2	3	1	1.414213562																																																												
Nakuu	uganda	f	Uganda	18	20/10/2019	1	test	9	1	2	2	2	1	13	1	4	1	3	1																																																												
Nakuu	uganda	f	Uganda	18	20/10/2019	2	test	6	3	1	2	1	1	10	2	3	2	2	1																																																												
Nakuu	uganda	f	Uganda	18	20/10/2019	3	test	10	2	3	5	2	0	11	3	3	2	3	1																																																												
Nakuu	uganda	f	Uganda	18	20/10/2019	4	test	12	3	2	14	2	1	7	3	2	4	3	1.414213562																																																												
Nakuu	uganda	f	Uganda	18	20/10/2019	5	test	2	2	1	13	1	1	6	2	2	2	1	1																																																												
Nakuu	uganda	f	Uganda	18	20/10/2019	6	test	11	1	3	2	3	1	15	3	4	3	3	1																																																												
Nakuu	uganda	f	Uganda	18	20/10/2019	7	test	5	1	2	2	1	0	6	2	2	1	2	1																																																												
Nakuu	uganda	f	Uganda	18	20/10/2019	8	test	3	3	2	8	2	1	6	2	2	3	1	1.414213562																																																												
Nakuu	uganda	f	Uganda	18	20/10/2019	9	test	14	1	3	2	3	1	11	3	3	2	4	1.414213562																																																												
Nakuu	uganda	f	Uganda	18	20/10/2019	10	test	8	2	1	17	1	1	10	2	3	4	2	2.236067977																																																												
Nakuu	uganda	f	Uganda	18	20/10/2019	11	test	7	3	1	24	1	1	16	4	4	3	2	2.236067977																																																												
Nakuu	uganda	f	Uganda	18	20/10/2019	12	test	15	2	3	2	3	1	11	3	3	3	4	1																																																												
Pasa	uganda	f	Uganda	19	20/10/2019	1	warm-up	8			2			12	4	3	4	2	1																																																												
Pasa	uganda	f	Uganda	19	20/10/2019	2	warm-up	3			2			8	4	2	3	1	1.414213562																																																												
Pasa	uganda	f	Uganda	19	20/10/2019	1	test	9	1	2	4	2	1	10	2	3	1	3	1																																																												
Pasa	uganda	f	Uganda	19	20/10/2019	2	test	6	3	1	1	1	1	6	2	2	2	2	0																																																												
Pasa	uganda	f	Uganda	19	20/10/2019	3	test	10	2	3	1	3	1	10	2	3	2	3	0																																																												
Pasa	uganda	f	Uganda	19	20/10/2019	4	test	12	3	2	1	2	1	12	4	3	4	3	0																																																												
Pasa	uganda	f	Uganda	19	20/10/2019	5	test	2	2	1	18	1	1	12	4	3	2	1	2.828427125																																																												
Pasa	uganda	f	Uganda	19	20/10/2019	6	test	11	1	3	13	3	1	6	2	2	3	3	1.414213562																																																												
Pasa	uganda	f	Uganda	19	20/10/2019	7	test	5	1	2	2	2	1	6	2	2	1	2	1																																																												
Pasa	uganda	f	Uganda	19	20/10/2019	8	test	3	3	2	2	2	1	7	3	2	3	1	1																																																												
Pasa	uganda	f	Uganda	19	20/10/2019	9	test	14	1	3	17	3	1	7	3	2	2	4	2.236067977																																																												
Pasa	uganda	f	Uganda	19	20/10/2019	10	test	8	2	1	2	1	1	7	3	2	4	2	1																																																												
Pasa	uganda	f	Uganda	19	20/10/2019	11	test	7	3	1	2	1	1	8	4	2	3	2	1																																																												
Pasa	uganda	f	Uganda	19	20/10/2019	12	test	15	2	3	1	3	1	15	3	4	3	4	0																																																												
Medina	uganda	f	Uganda	12	20/10/2019	1	warm-up	8			2			6	2	2	4	2	2																																																												
Medina	uganda	f	Uganda	12	20/10/2019	2	warm-up	3			4			10	2	3	3	1	2.236067977																																																												
Medina	uganda	f	Uganda	12	20/10/2019	1	test	9	1	2	1	2	1	9	1	3	1	3	0																																																												
Medina	uganda	f	Uganda	12	20/10/2019	2	test	6	3	1	21	1	1	10	2	3	2	2	1																																																												
Medina	uganda	f	Uganda	12	20/10/2019	3	test	10	2	3	2	3	1	14	2	4	2	3	1																																																												
Medina	uganda	f	Uganda	12	20/10/2019	4	test	12	3	2	18	2	1	15	3	4	4	3	1.414213562																																																												
Medina	uganda	f	Uganda	12	20/10/2019	5	test	2	2	1	4	2	0	10	2	3	2	1	2																																																												
Medina	uganda	f	Uganda	12	20/10/2019	6	test	11	1	3	23	2	0	14	2	4	3	3	1.414213562																																																												
Medina	uganda	f	Uganda	12	20/10/2019	7	test	5	1	2	3	2	1	13	1	4	1	2	2																																																												
Medina	uganda	f	Uganda	12	20/10/2019	8	test	3	3	2	4	2	1	10	2	3	3	1	2.236067977																																																												
Medina	uganda	f	Uganda	12	20/10/2019	9	test	14	1	3	1	3	1	14	2	4	2	4	0																																																												
Medina	uganda	f	Uganda	12	20/10/2019	10	test	8	2	1	13	2	0	10	2	3	4	2	2.236067977																																																												
Medina	uganda	f	Uganda	12	20/10/2019	11	test	7	3	1	18	1	1	12	4	3	3	2	1.414213562																																																												
Medina	uganda	f	Uganda	12	20/10/2019	12	test	15	2	3	4	3	1	11	3	3	3	4	1																																																												
Tumbo	uganda	m	Uganda	30	11/11/2019	1	warm-up	8			12			10	2	3	4	2	2.236067977																																																												
Tumbo	uganda	m	Uganda	30	11/11/2019	2	warm-up	3			9			7	3	2	3	1	1																																																												
Tumbo	uganda	m	Uganda	30	11/11/2019	1	test	9	1	2	13	2	1	14	2	4	1	3	1.414213562																																																												
Tumbo	uganda	m	Uganda	30	11/11/2019	2	test	6	3	1	9	1	1	11	3	3	2	2	1.414213562																																																												
Tumbo	uganda	m	Uganda	30	11/11/2019	3	test	10	2	3	4	2	0	13	1	4	2	3	1.414213562																																																												
Tumbo	uganda	m	Uganda	30	11/11/2019	4	test	12	3	2	18	2	1	10	2	3	4	3	2																																																												
Tumbo	uganda	m	Uganda	30	11/11/2019	5	test	2	2	1	18	1	1	10	2	3	2	1	2																																																												
Tumbo	uganda	m	Uganda	30	11/11/2019	6	test	11	1	3	6	1	0	9	1	3	3	3	2																																																												
Tumbo	uganda	m	Uganda	30	11/11/2019	7	test	5	1	2	13	1	0	11	3	3	1	2	2.236067977																																																												
Tumbo	uganda	m	Uganda	30	11/11/2019	8	test	3	3	2	11	2	1	10	2	3	3	1	2.236067977																																																												
Tumbo	uganda	m	Uganda	30	11/11/2019	9	test	14	1	3	10	1	0	11	3	3	2	4	1.414213562																																																												
Tumbo	uganda	m	Uganda	30	11/11/2019	10	test	8	2	1	4	1	1	16	4	4	4	2	2																																																												
Tumbo	uganda	m	Uganda	30	11/11/2019	11	test	7	3	1	8	1	1	10	2	3	3	2	1.414213562																																																												
Tumbo	uganda	m	Uganda	30	11/11/2019	12	test	15	2	3	6	2	0	7	3	2	3	4	2																																																												
Kalema	uganda	m	Uganda	23	11/11/2019	1	warm-up	8			1			8	4	2	4	2	0																																																												
Kalema	uganda	m	Uganda	23	11/11/2019	2	warm-up	3			5			8	4	2	3	1	1.414213562																																																												
Kalema	uganda	m	Uganda	23	11/11/2019	1	test	9	1	2	1	2	1	9	1	3	1	3	0																																																												
Kalema	uganda	m	Uganda	23	11/11/2019	2	test	6	3	1	19	1	1	5	1	2	2	2	1																																																												
Kalema	uganda	m	Uganda	23	11/11/2019	3	test	10	2	3	1	3	1	10	2	3	2	3	0																																																												
Kalema	uganda	m	Uganda	23	11/11/2019	4	test	12	3	2	6	3	0	6	2	2	4	3	2.236067977																																																												
Kalema	uganda	m	Uganda	23	11/11/2019	5	test	2	2	1	3	1	1	10	2	3	2	1	2																																																												
Kalema	uganda	m	Uganda	23	11/11/2019	6	test	11	1	3	16	3	1	12	4	3	3	3	1																																																												
Kalema	uganda	m	Uganda	23	11/11/2019	7	test	5	1	2	9	1	0	6	2	2	1	2	1																																																												
Kalema	uganda	m	Uganda	23	11/11/2019	8	test	3	3	2	3	3	0	6	2	2	3	1	1.414213562																																																												
Kalema	uganda	m	Uganda	23	11/11/2019	9	test	14	1	3	9	3	1	10	2	3	2	4	1																																																												
Kalema	uganda	m	Uganda	23	11/11/2019	10	test	8	2	1	5	1	1	10	2	3	4	2	2.236067977																																																												
Kalema	uganda	m	Uganda	23	11/11/2019	11	test	11	3	1	24	1	1	6	2	2	3	3	1.414213562																																																												
Kalema	uganda	m	Uganda	23	11/11/2019	12	test	15	2	3	7	3	1	11	3	3	3	4	1																																																												
Becky	uganda	f	Uganda	28	11/11/2019	1	warm-up	8			1			8	4	2	4	2	0																																																												
Becky	uganda	f	Uganda	28	11/11/2019	2	warm-up	3			3			8	4	2	3	1	1.414213562																																																												
Becky	uganda	f	Uganda	28	11/11/2019	1	test	9	1	2	2	2	1	10	2	3	1	3	1																																																												
Becky	uganda	f	Uganda	28	11/11/2019	2	test	6	3	1	1	1	1	6	2	2	2	2	0																																																												
Becky	uganda	f	Uganda	28	11/11/2019	3	test	10	2	3	1	3	1	10	2	3	2	3	0																																																												
Becky	uganda	f	Uganda	28	11/11/2019	4	test	12	3	2	9	2	1	7	3	2	4	3	1.414213562																																																												
Becky	uganda	f	Uganda	28	11/11/2019	5	test	2	2	1	3	1	1	6	2	2	2	1	1																																																												
Becky	uganda	f	Uganda	28	11/11/2019	6	test	11	1	3	42	3	1	6	2	2	3	3	1.414213562																																																												
Becky	uganda	f	Uganda	28	11/11/2019	7	test	5	1	2	7	2	1	10	2	3	1	2	1.414213562																																																												
Becky	uganda	f	Uganda	28	11/11/2019	8	test	3	3	2	4	2	1	10	2	3	3	1	2.236067977																																																												
Becky	uganda	f	Uganda	28	11/11/2019	9	test	14	1	3	17	3	1	10	2	3	2	4	1																																																												
Becky	uganda	f	Uganda	28	11/11/2019	10	test	8	2	1	26	1	1	10	2	3	4	2	2.236067977																																																												
Becky	uganda	f	Uganda	28	11/11/2019	11	test	7	3	1	5	1	1	10	2	3	3	2	1.414213562																																																												
Becky	uganda	f	Uganda	28	11/11/2019	12	test	15	2	3	8	3	1	10	2	3	3	4	1.414213562																																																												
Rambo	uganda	m	Uganda	15	11/11/2019	1	warm-up	8			4			15	3	4	4	2	2.236067977																																																												
Rambo	uganda	m	Uganda	15	11/11/2019	2	warm-up	3			31			16	4	4	3	1	3.16227766																																																												
Rambo	uganda	m	Uganda	15	11/11/2019	1	test	9	1	2	5	2	1	16	4	4	1	3	3.16227766																																																												
Rambo	uganda	m	Uganda	15	11/11/2019	2	test	6	3	1	14	2	0	11	3	3	2	2	1.414213562																																																												
Rambo	uganda	m	Uganda	15	11/11/2019	3	test	10	2	3	1	2	0	10	2	3	2	3	0																																																												
Rambo	uganda	m	Uganda	15	11/11/2019	4	test	12	3	2	3	3	0	10	2	3	4	3	2																																																												
Rambo	uganda	m	Uganda	15	11/11/2019	5	test	2	2	1	19	1	1	11	3	3	2	1	2.236067977																																																												
Rambo	uganda	m	Uganda	15	11/11/2019	6	test	11	1	3	31	2	0	12	4	3	3	3	1																																																												
Rambo	uganda	m	Uganda	15	11/11/2019	7	test	5	1	2	9	2	1	10	2	3	1	2	1.414213562																																																												
